,ARG,ASN,ASP,GLN,GLY,LEU,LYS,PHE,PRO,SER,TRP,TYR,VAL,CYS,GLU,HIS,ILE,THR,ALA,MET
1dmp,1.0,0.0,3.0,0.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0
1dqn,0.0,0.0,3.0,0.0,1.0,2.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,0.0,2.0,1.0,2.0,1.0,0.0,0.0
1dqx,1.0,1.0,3.0,2.0,3.0,2.0,2.0,0.0,1.0,2.0,0.0,1.0,2.0,1.0,1.0,1.0,3.0,1.0,0.0,0.0
1drj,2.0,4.0,3.0,2.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
1drk,2.0,4.0,3.0,2.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
1drv,4.0,1.0,0.0,0.0,6.0,0.0,0.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,3.0,3.0,1.0
1dud,1.0,1.0,1.0,2.0,2.0,3.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0
1duv,4.0,2.0,2.0,2.0,0.0,2.0,2.0,0.0,1.0,2.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,2.0,0.0,2.0
1dy4,1.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,4.0,0.0,0.0,2.0,1.0,0.0,1.0,2.0,0.0
1dzk,0.0,2.0,0.0,0.0,1.0,1.0,0.0,3.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,2.0,1.0,0.0,2.0
1e1v,0.0,0.0,1.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,1.0,1.0,0.0,2.0,0.0
1e1x,0.0,0.0,2.0,1.0,2.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,1.0,1.0,0.0,2.0,0.0
1e2k,3.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,2.0,1.0,2.0,0.0,2.0,1.0
1e2l,3.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,2.0,1.0,2.0,0.0,2.0,1.0
1e3v,0.0,0.0,2.0,0.0,1.0,3.0,0.0,2.0,0.0,0.0,1.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0
1e4h,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0
1e5j,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,2.0,3.0,3.0,0.0,0.0,3.0,2.0,0.0,1.0,1.0,0.0
1e66,0.0,0.0,1.0,0.0,5.0,0.0,0.0,3.0,0.0,3.0,2.0,4.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0
1e6q,1.0,3.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,1.0,2.0,1.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0
1e6s,1.0,3.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,1.0,2.0,1.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0
1eb2,0.0,2.0,1.0,2.0,3.0,1.0,0.0,0.0,0.0,4.0,1.0,1.0,2.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0
1ebg,2.0,0.0,2.0,1.0,2.0,1.0,2.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,1.0,2.0,0.0
1ebw,2.0,0.0,6.0,0.0,6.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,6.0,0.0,2.0,0.0
1eby,2.0,0.0,6.0,0.0,6.0,4.0,1.0,0.0,2.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,6.0,2.0,2.0,0.0
1ebz,2.0,0.0,6.0,0.0,6.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,6.0,1.0,2.0,0.0
1ec0,2.0,0.0,6.0,0.0,6.0,4.0,0.0,0.0,2.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,6.0,4.0,2.0,0.0
1ec1,2.0,0.0,6.0,0.0,6.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,6.0,1.0,2.0,0.0
1ec2,2.0,0.0,6.0,0.0,6.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,6.0,0.0,2.0,0.0
1ec3,2.0,0.0,6.0,0.0,6.0,2.0,0.0,1.0,2.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,6.0,2.0,2.0,0.0
1ec9,2.0,5.0,4.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,3.0,0.0,1.0,0.0,1.0
1ecq,1.0,5.0,3.0,0.0,0.0,1.0,2.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,3.0,0.0,1.0,0.0,0.0
1ecv,1.0,0.0,2.0,2.0,2.0,0.0,1.0,1.0,0.0,2.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0
1efy,0.0,1.0,1.0,1.0,2.0,0.0,1.0,1.0,0.0,1.0,1.0,4.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0
1egh,1.0,0.0,2.0,0.0,3.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,3.0,1.0,0.0
1eix,2.0,1.0,3.0,1.0,2.0,1.0,2.0,0.0,2.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,3.0,2.0,1.0,0.0
1ejn,1.0,0.0,2.0,1.0,4.0,1.0,1.0,0.0,1.0,3.0,1.0,2.0,3.0,4.0,0.0,1.0,0.0,0.0,1.0,0.0
1ela,1.0,0.0,2.0,1.0,2.0,0.0,0.0,1.0,0.0,3.0,1.0,0.0,2.0,1.0,0.0,1.0,0.0,4.0,1.0,0.0
1elb,1.0,0.0,1.0,1.0,2.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,2.0,3.0,0.0,1.0,0.0,4.0,0.0,0.0
1elc,1.0,1.0,2.0,1.0,3.0,1.0,0.0,1.0,0.0,3.0,1.0,0.0,2.0,4.0,0.0,1.0,0.0,5.0,0.0,0.0
1eld,1.0,0.0,2.0,1.0,2.0,0.0,0.0,1.0,0.0,3.0,2.0,0.0,2.0,2.0,0.0,1.0,0.0,3.0,1.0,0.0
1ele,1.0,0.0,1.0,1.0,3.0,0.0,0.0,1.0,0.0,3.0,1.0,0.0,2.0,1.0,0.0,1.0,0.0,3.0,1.0,0.0
1elr,1.0,3.0,1.0,1.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,2.0,1.0,0.0
1enu,0.0,0.0,2.0,1.0,4.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0
1eoc,2.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,4.0,0.0,0.0,0.0,2.0,1.0,2.0,0.0,0.0
1epo,0.0,0.0,6.0,0.0,4.0,2.0,0.0,4.0,0.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,5.0,2.0,1.0,0.0
1erb,1.0,0.0,1.0,2.0,1.0,5.0,0.0,6.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,1.0,1.0,1.0,3.0,2.0
1ew8,1.0,0.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,2.0,0.0
1ew9,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0
1ex8,6.0,1.0,2.0,1.0,3.0,4.0,1.0,1.0,2.0,0.0,1.0,2.0,1.0,0.0,1.0,1.0,1.0,2.0,0.0,1.0
1ez9,1.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0
1ezq,2.0,0.0,2.0,1.0,4.0,0.0,0.0,1.0,0.0,2.0,1.0,3.0,1.0,2.0,3.0,0.0,2.0,1.0,2.0,0.0
1f0r,1.0,0.0,1.0,1.0,4.0,0.0,0.0,1.0,0.0,2.0,1.0,1.0,1.0,2.0,2.0,0.0,1.0,1.0,2.0,0.0
1f0s,1.0,0.0,2.0,1.0,3.0,0.0,0.0,1.0,0.0,2.0,1.0,1.0,1.0,2.0,2.0,0.0,1.0,1.0,2.0,0.0
1f0t,0.0,1.0,2.0,2.0,4.0,1.0,1.0,0.0,1.0,5.0,1.0,2.0,2.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0
1f0u,0.0,2.0,2.0,2.0,4.0,1.0,0.0,0.0,0.0,4.0,1.0,1.0,2.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0
1f3e,0.0,0.0,2.0,1.0,4.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0
1f4e,0.0,1.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0
1f4f,0.0,1.0,0.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0
1f4g,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,0.0
1f4x,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,2.0,3.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0
1f57,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0
1f5k,1.0,0.0,1.0,1.0,3.0,0.0,1.0,0.0,1.0,3.0,1.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0
1f5l,1.0,0.0,1.0,1.0,4.0,1.0,1.0,0.0,1.0,3.0,1.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0
1f73,0.0,0.0,1.0,0.0,4.0,2.0,1.0,1.0,0.0,2.0,0.0,3.0,0.0,0.0,1.0,0.0,2.0,3.0,1.0,0.0
1f74,0.0,0.0,1.0,0.0,4.0,2.0,1.0,1.0,0.0,2.0,0.0,3.0,0.0,0.0,1.0,0.0,2.0,2.0,1.0,0.0
1f8b,6.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,4.0,0.0,1.0,0.0,1.0,0.0
1f8c,6.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,4.0,0.0,1.0,0.0,1.0,0.0
1f8d,6.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,4.0,0.0,1.0,0.0,1.0,0.0
1f8e,6.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,4.0,0.0,1.0,0.0,1.0,0.0
1fao,3.0,0.0,0.0,1.0,2.0,1.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
1fch,1.0,7.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,2.0,0.0,4.0,2.0,0.0,3.0,0.0,2.0,2.0,2.0,1.0
1fcx,3.0,0.0,1.0,0.0,2.0,6.0,0.0,4.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,2.0,3.0
1fcy,3.0,0.0,1.0,0.0,2.0,6.0,0.0,4.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,2.0,3.0
1fcz,3.0,0.0,1.0,0.0,2.0,6.0,0.0,4.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,2.0,3.0
1fd0,3.0,0.0,1.0,0.0,2.0,6.0,0.0,4.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,2.0,3.0
1fh7,0.0,3.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0
1fh8,0.0,2.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0
1fh9,0.0,3.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0
1fhd,0.0,3.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0
1fiv,1.0,1.0,2.0,2.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,1.0,1.0
1fjs,1.0,0.0,2.0,1.0,4.0,0.0,1.0,1.0,0.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,0.0
1fkb,0.0,0.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,2.0,1.0,0.0,1.0,1.0,3.0,0.0,0.0,0.0
1fkf,1.0,0.0,1.0,1.0,1.0,1.0,0.0,3.0,1.0,0.0,1.0,2.0,1.0,0.0,1.0,1.0,3.0,1.0,1.0,0.0
1fkg,1.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,2.0,1.0,0.0,1.0,1.0,3.0,0.0,1.0,0.0
1fkh,1.0,0.0,1.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,1.0,2.0,1.0,0.0,1.0,1.0,3.0,0.0,1.0,0.0
1fki,1.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,2.0,1.0,0.0,1.0,1.0,3.0,0.0,0.0,0.0
1fkn,3.0,1.0,3.0,2.0,4.0,1.0,1.0,1.0,1.0,4.0,1.0,2.0,1.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0
1fkw,1.0,0.0,2.0,0.0,1.0,4.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,1.0,2.0,3.0,0.0,0.0,1.0,1.0
1fl3,0.0,0.0,0.0,2.0,1.0,3.0,0.0,1.0,2.0,2.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
1flr,2.0,3.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1fm9,2.0,0.0,0.0,1.0,1.0,8.0,0.0,3.0,0.0,2.0,0.0,2.0,1.0,1.0,0.0,2.0,4.0,0.0,1.0,2.0
1fo0,3.0,2.0,1.0,1.0,1.0,3.0,2.0,1.0,0.0,2.0,3.0,9.0,3.0,0.0,3.0,0.0,1.0,3.0,0.0,0.0
1fpc,0.0,1.0,1.0,0.0,3.0,1.0,1.0,1.0,0.0,2.0,2.0,1.0,1.0,2.0,3.0,1.0,1.0,0.0,1.0,0.0
1fq5,0.0,0.0,2.0,3.0,4.0,1.0,0.0,4.0,0.0,2.0,0.0,2.0,1.0,0.0,0.0,0.0,5.0,4.0,1.0,1.0
1ft7,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,2.0,0.0,2.0,2.0,2.0,1.0,0.0,0.0,2.0
1ftm,1.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,1.0,2.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,4.0,0.0,1.0
1fv0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,2.0,0.0,1.0,1.0,3.0,0.0,2.0,0.0,1.0,2.0,0.0,1.0,0.0
1fzj,1.0,1.0,1.0,1.0,0.0,2.0,2.0,1.0,0.0,2.0,2.0,11.0,2.0,0.0,2.0,0.0,2.0,3.0,1.0,0.0
1fzk,1.0,1.0,1.0,1.0,0.0,2.0,2.0,2.0,0.0,2.0,2.0,10.0,2.0,0.0,2.0,0.0,1.0,3.0,1.0,0.0
1fzm,2.0,1.0,1.0,1.0,0.0,3.0,2.0,1.0,0.0,2.0,2.0,7.0,2.0,0.0,2.0,0.0,1.0,3.0,1.0,0.0
1fzo,2.0,1.0,1.0,1.0,0.0,2.0,2.0,2.0,0.0,2.0,2.0,8.0,3.0,0.0,2.0,0.0,2.0,3.0,0.0,0.0
1fzq,0.0,2.0,3.0,1.0,1.0,4.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,2.0,0.0
1g1d,0.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,1.0,1.0,1.0,0.0,3.0,0.0,1.0,3.0,0.0,2.0,0.0,0.0
1g2k,1.0,0.0,3.0,0.0,4.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0,1.0,1.0,0.0
1g2l,0.0,0.0,2.0,1.0,4.0,0.0,1.0,1.0,0.0,2.0,1.0,3.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,0.0
1g2o,0.0,1.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,2.0,0.0,3.0,2.0,0.0,1.0,2.0,0.0,1.0,4.0,1.0
1g30,0.0,1.0,2.0,0.0,4.0,1.0,1.0,1.0,0.0,2.0,2.0,2.0,1.0,2.0,3.0,1.0,1.0,0.0,1.0,0.0
1g32,0.0,1.0,2.0,0.0,4.0,1.0,1.0,1.0,0.0,2.0,2.0,1.0,1.0,2.0,3.0,1.0,1.0,0.0,1.0,0.0
1g35,1.0,0.0,3.0,0.0,4.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0,1.0,1.0,0.0
1g36,0.0,1.0,1.0,2.0,4.0,1.0,1.0,0.0,1.0,4.0,1.0,1.0,2.0,2.0,0.0,1.0,0.0,1.0,1.0,0.0
1g3b,0.0,0.0,2.0,1.0,4.0,0.0,0.0,0.0,0.0,4.0,1.0,1.0,2.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0
1g3c,0.0,0.0,1.0,1.0,3.0,1.0,0.0,0.0,0.0,4.0,1.0,1.0,2.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0
1g3d,0.0,0.0,1.0,1.0,4.0,0.0,0.0,0.0,0.0,4.0,1.0,1.0,2.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0
1g3e,0.0,0.0,1.0,1.0,3.0,1.0,0.0,0.0,0.0,4.0,1.0,1.0,2.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0
1g45,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,1.0,1.0,1.0,0.0,3.0,0.0,1.0,3.0,0.0,2.0,0.0,0.0
1g46,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,2.0,1.0,1.0,0.0,3.0,0.0,1.0,3.0,0.0,2.0,0.0,0.0
1g48,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,1.0,1.0,1.0,0.0,3.0,0.0,1.0,3.0,0.0,2.0,0.0,0.0
1g4j,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,2.0,1.0,1.0,0.0,3.0,0.0,1.0,3.0,0.0,2.0,0.0,0.0
1g4o,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,1.0,1.0,1.0,0.0,3.0,0.0,1.0,3.0,0.0,2.0,0.0,0.0
1g52,0.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,1.0,1.0,1.0,0.0,3.0,0.0,1.0,3.0,0.0,2.0,0.0,0.0
1g53,0.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,1.0,1.0,1.0,0.0,3.0,0.0,1.0,3.0,0.0,2.0,0.0,0.0
1g54,0.0,0.0,0.0,1.0,1.0,2.0,0.0,1.0,2.0,1.0,1.0,0.0,3.0,0.0,1.0,3.0,0.0,2.0,0.0,0.0
1g74,3.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,1.0,2.0,0.0,2.0,3.0,1.0,0.0,0.0,1.0,2.0,2.0,2.0
1g7f,4.0,0.0,1.0,2.0,3.0,0.0,1.0,0.0,0.0,2.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0
1g7g,3.0,0.0,2.0,2.0,2.0,0.0,2.0,1.0,1.0,2.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0
1g7q,2.0,1.0,1.0,1.0,0.0,2.0,2.0,1.0,0.0,2.0,2.0,9.0,1.0,0.0,3.0,0.0,1.0,3.0,0.0,0.0
1g7v,2.0,2.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,2.0,0.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,2.0,0.0
1g85,0.0,2.0,0.0,0.0,1.0,1.0,0.0,6.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0
1g98,1.0,0.0,0.0,2.0,3.0,0.0,2.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,2.0,1.0,1.0,4.0,2.0,0.0
1g9r,1.0,2.0,4.0,2.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,3.0,0.0,1.0,0.0,2.0,3.0,2.0,3.0,0.0
1gaf,3.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,1.0,2.0,7.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1gai,2.0,0.0,1.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,5.0,3.0,1.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0
1gar,2.0,3.0,1.0,1.0,5.0,4.0,0.0,1.0,1.0,2.0,0.0,0.0,2.0,0.0,2.0,2.0,2.0,1.0,1.0,1.0
1gcz,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,2.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0
1ghv,0.0,0.0,3.0,0.0,4.0,0.0,1.0,1.0,0.0,2.0,2.0,0.0,1.0,2.0,2.0,1.0,0.0,0.0,1.0,0.0
1ghw,0.0,0.0,3.0,0.0,4.0,0.0,1.0,1.0,0.0,2.0,2.0,0.0,1.0,3.0,2.0,1.0,0.0,0.0,1.0,0.0
1ghy,0.0,0.0,3.0,0.0,4.0,1.0,1.0,1.0,0.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,0.0,0.0,1.0,0.0
1ghz,0.0,0.0,2.0,1.0,4.0,0.0,0.0,0.0,0.0,4.0,1.0,1.0,2.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0
1gi1,0.0,0.0,2.0,1.0,4.0,0.0,0.0,0.0,0.0,4.0,1.0,1.0,2.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0
1gi4,0.0,0.0,2.0,1.0,4.0,0.0,0.0,0.0,0.0,4.0,1.0,1.0,2.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0
1gi7,1.0,0.0,2.0,1.0,4.0,0.0,0.0,0.0,1.0,3.0,1.0,1.0,2.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0
1gj6,0.0,0.0,1.0,1.0,4.0,0.0,1.0,1.0,1.0,4.0,1.0,2.0,2.0,4.0,0.0,1.0,0.0,0.0,1.0,0.0
1gj7,1.0,0.0,1.0,1.0,4.0,0.0,1.0,0.0,1.0,3.0,1.0,1.0,3.0,4.0,0.0,1.0,0.0,0.0,1.0,0.0
1gj8,1.0,0.0,3.0,1.0,4.0,0.0,0.0,1.0,0.0,3.0,1.0,0.0,3.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0
1gja,1.0,0.0,2.0,1.0,4.0,0.0,0.0,0.0,1.0,3.0,1.0,2.0,2.0,3.0,0.0,1.0,0.0,0.0,1.0,0.0
1gjc,1.0,0.0,2.0,1.0,4.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,3.0,4.0,0.0,1.0,0.0,0.0,1.0,0.0
1gjd,1.0,0.0,2.0,1.0,4.0,1.0,1.0,0.0,1.0,3.0,1.0,3.0,3.0,3.0,0.0,1.0,0.0,0.0,1.0,0.0
1gnm,1.0,0.0,4.0,0.0,3.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,1.0,0.0
1gnn,1.0,1.0,3.0,0.0,3.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,1.0,0.0
1gno,1.0,0.0,3.0,0.0,3.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,2.0,1.0,1.0
1gpk,0.0,0.0,0.0,0.0,5.0,1.0,0.0,3.0,0.0,3.0,1.0,4.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0
1gpn,0.0,0.0,0.0,0.0,5.0,1.0,0.0,3.0,0.0,3.0,1.0,4.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0
1grp,3.0,1.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
1gu1,2.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0,2.0,0.0,0.0,2.0,2.0,0.0,2.0,0.0
1gvw,0.0,0.0,6.0,0.0,4.0,3.0,0.0,4.0,0.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,5.0,3.0,1.0,0.0
1gvx,0.0,1.0,5.0,0.0,3.0,3.0,0.0,3.0,0.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,5.0,3.0,1.0,0.0
1gwv,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0
1gyx,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
1gyy,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
1gz3,1.0,2.0,2.0,1.0,4.0,3.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,5.0,0.0
1gz4,1.0,2.0,2.0,1.0,5.0,4.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,5.0,0.0
1gz9,0.0,1.0,1.0,1.0,2.0,1.0,0.0,1.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0
1gzc,0.0,1.0,1.0,1.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0
1h0a,4.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
